Date,Close,Change,Open,High,Low,Volume,Tziros
14/2/2019,0.47,"-5,2000%",493,501,474,895.276,"440.784,86"
15/2/2019,0.48,"1,6878%",479,"0,4885",479,351.297,"169.973,23"
18/2/2019,0.51,"6,2241%","0,49",514,485,497.156,"248.790,88"
19/2/2019,0.50,"-3,3203%",512,517,495,323.783,"162.527,18"
20/2/2019,0.52,"5,6566%",504,526,495,433.514,"223.950,18"
21/2/2019,0.51,"-2,2945%",523,"0,53",511,283.445,"147.246,83"
22/2/2019,0.51,"-1,1742%",519,519,"0,49",340.085,"171.874,96"
25/2/2019,0.51,"1,7822%","0,5",523,"0,5",334.982,"172.314,00"
26/2/2019,0.52,"0,7782%","0,52",524,"0,51",278.44,"143.911,91"
27/2/2019,0.51,"-0,7722%","0,52",525,513,276.332,"143.245,86"
28/2/2019,0.53,"3,1128%","0,52",535,514,615.721,"324.757,14"
01/3/2019,0.52,"-2,2642%",526,"0,54","0,51",843.019,"438.885,07"
04/3/2019,0.53,"3,0888%",526,"0,55",522,1.075.786,"576.245,68"
05/3/2019,0.47,"-11,2360%",539,546,474,804.49,"419.284,98"
06/3/2019,0.48,"0,2110%",484,"0,4955","0,45",1.182.049,"560.847,56"
07/3/2019,0.48,"0,0000%",485,491,"0,4705",401.175,"193.404,86"
08/3/2019,0.46,"-2,3158%",475,"0,4785",455,402.829,"186.732,84"
12/3/2019,0.47,"1,9397%",476,476,"0,46",225.959,"105.744,18"
13/3/2019,0.51,"7,3996%",475,"0,52","0,47",901.651,"453.175,70"
14/3/2019,0.51,"0,1969%","0,52",529,505,922.824,"476.835,02"
15/3/2019,0.50,"-1,7682%","0,51",518,"0,5",451.999,"230.555,86"
18/3/2019,0.50,"0,0000%","0,5",512,495,319.202,"161.408,57"
19/3/2019,0.48,"-3,7000%","0,5",502,"0,4815",225.39,"111.373,86"
20/3/2019,0.48,"-0,3115%","0,4815",489,"0,48",271.969,"131.761,05"
21/3/2019,0.48,"0,2083%",485,493,481,192.819,"93.928,29"
22/3/2019,0.49,"0,8316%",482,496,482,190.64,"93.290,86"
26/3/2019,0.48,"-0,2062%","0,49","0,4925",482,109.634,"53.289,03"
27/3/2019,0.52,"7,0248%",493,518,488,429.717,"215.206,27"
28/3/2019,0.50,"-3,4749%",511,518,493,253.604,"127.884,42"
29/3/2019,0.51,"2,4000%","0,49",512,485,650.934,"322.950,90"
01/4/2019,0.52,"1,3672%",517,"0,52",502,508.977,"261.612,34"
02/4/2019,0.52,"0,1927%",522,528,519,311.833,"163.002,38"
03/4/2019,0.51,"-2,6923%",514,523,506,361.411,"185.118,25"
04/4/2019,0.51,"-0,1976%",508,517,497,482.325,"245.407,86"
05/4/2019,0.54,"6,1386%","0,51","0,54",508,492.532,"260.109,31"
08/4/2019,0.53,"-1,6791%",538,"0,54",525,341.607,"181.650,84"
09/4/2019,0.52,"-1,3283%","0,53",534,"0,52",301.334,"159.004,00"
10/4/2019,0.51,"-1,1538%","0,52",522,506,403.57,"206.734,39"
11/4/2019,0.52,"0,5837%",514,"0,52","0,51",305.44,"157.472,78"
12/4/2019,0.54,"4,4487%",517,545,511,682.598,"362.124,75"
15/4/2019,0.55,"2,0370%",541,575,541,997.629,"562.725,79"
16/4/2019,0.51,"-8,3485%","0,53",537,"0,4845",1.958.720,"985.044,78"
17/4/2019,0.50,"-1,7822%",498,515,"0,4945",1.067.948,"537.657,89"
18/4/2019,0.47,"-6,2500%","0,5","0,5",465,964.525,"466.087,59"
23/4/2019,0.47,"1,9355%",465,"0,4815",465,520.608,"247.789,13"
24/4/2019,0.46,"-3,9030%",476,"0,48",435,515.758,"234.571,11"
25/4/2019,0.44,"-3,4029%",452,468,437,490.114,"222.367,25"
30/4/2019,0.42,"-5,0000%","0,45",456,401,538.858,"226.288,47"
02/5/2019,0.43,"1,9139%",418,432,417,241.885,"102.472,83"
03/5/2019,0.43,"1,4085%",419,437,419,240.479,"103.791,08"
06/5/2019,0.43,"-1,5046%",424,434,411,266.093,"112.378,26"
07/5/2019,0.43,"0,5875%",418,452,418,541.563,"233.769,29"
08/5/2019,0.41,"-3,6215%",426,"0,4375","0,41",251.648,"105.166,63"
09/5/2019,0.40,"-2,1818%","0,4165",418,"0,3985",422.82,"171.675,18"
10/5/2019,0.43,"6,0719%","0,4005",435,"0,4",376.116,"156.166,66"
13/5/2019,0.40,"-6,5421%",418,425,"0,4",292.504,"119.981,26"
14/5/2019,0.39,"-3,7500%","0,4","0,41",375,686.63,"267.005,90"
15/5/2019,0.35,"-8,1818%",393,"0,3955","0,35",570.616,"211.280,33"
16/5/2019,0.36,"1,2730%",358,"0,3685","0,35",509.642,"182.743,94"
17/5/2019,0.36,"1,2570%","0,37","0,37","0,3565",313.102,"114.391,79"
20/5/2019,0.35,"-2,2069%","0,3625",382,352,232.212,"84.309,48"
21/5/2019,0.36,"1,1283%","0,3595","0,37",353,360.868,"129.168,44"
22/5/2019,0.35,"-1,3947%",369,369,"0,35",198.711,"70.819,83"
23/5/2019,0.32,"-8,6280%","0,3595","0,3595",319,1.034.377,"343.892,56"
24/5/2019,0.33,"0,9288%","0,33","0,33","0,3",691.229,"218.380,12"
27/5/2019,0.34,"4,2945%",339,349,337,499.082,"170.825,35"
28/5/2019,0.37,"7,3529%","0,35",368,"0,3405",762.934,"272.954,30"
29/5/2019,0.38,"3,8356%","0,36",393,"0,3555",709.846,"268.590,13"
30/5/2019,0.40,"4,2216%","0,3945",405,382,1.017.799,"401.753,02"
31/5/2019,0.40,"1,2658%",395,"0,42",392,652.51,"267.136,79"
03/6/2019,0.34,"-14,0000%",383,"0,3855",336,1.331.788,"478.069,16"
04/6/2019,0.33,"-2,7616%",337,"0,3535","0,3315",551.752,"187.692,14"
05/6/2019,0.36,"8,5202%","0,3475",375,"0,3275",700.889,"245.065,93"
06/6/2019,0.34,"-7,7135%","0,38",383,333,542.27,"195.265,56"
07/6/2019,0.36,"6,7164%",341,363,341,441.414,"154.523,74"
10/6/2019,0.36,"0,9790%",364,382,361,494.301,"185.615,69"
11/6/2019,0.37,"1,3850%",365,377,"0,3535",430.85,"156.721,85"
12/6/2019,0.37,"0,9563%","0,37","0,3745","0,3565",489.663,"179.101,01"
13/6/2019,0.39,"5,0068%","0,3655",394,"0,3655",951.045,"367.507,14"
14/6/2019,0.40,"3,0928%",388,407,"0,3835",792.669,"312.307,31"
18/6/2019,0.44,"10,2500%","0,4075",443,"0,4045",1.275.890,"550.786,56"
19/6/2019,0.43,"-2,3810%",441,456,"0,4305",988.65,"440.653,48"
20/6/2019,0.40,"-6,3879%","0,4305","0,4375","0,3995",962.642,"401.069,54"
21/6/2019,0.41,"1,4888%","0,4165",418,"0,39",811.921,"330.217,11"
24/6/2019,0.42,"2,2005%","0,41",429,"0,41",480.407,"201.008,89"
25/6/2019,0.41,"-2,7512%",411,"0,4315",403,401.666,"168.054,18"
