Date,Close,Change,Open,High,Low,Volume,Tziros
20/12/2012,1.78,"-1,1111%","1,8","1,83","1,78",372.086,"669.364,21"
21/12/2012,1.90,"6,7416%","1,76","1,91","1,76",1.038.586,"1.934.425,25"
27/12/2012,1.99,"4,7368%","1,9","1,99","1,88",578.362,"1.121.361,60"
28/12/2012,1.96,"-1,5075%","1,99","1,99","1,91",450.965,"879.540,92"
31/12/2012,1.91,"-2,5510%","1,95","1,96","1,9",200.332,"384.484,73"
02/1/2013,1.99,"4,1885%","1,96","2,04","1,94",641.436,"1.287.501,88"
03/1/2013,1.99,"0,0000%",2,"2,02","1,94",967.981,"1.919.581,02"
04/1/2013,2.00,"0,5025%",2,"2,04","1,97",775.719,"1.558.704,74"
07/1/2013,1.99,"-0,5000%",2,"2,04","1,97",657.895,"1.318.442,57"
08/1/2013,2.07,"4,0201%","1,98","2,14","1,97",1.217.003,"2.544.950,58"
09/1/2013,2.14,"3,3816%","2,07","2,14","2,01",982.434,"2.036.450,11"
10/1/2013,2.15,"0,4673%","2,15","2,24","2,09",1.347.138,"2.926.506,17"
11/1/2013,2.16,"0,4651%","2,16","2,19","2,12",533.029,"1.149.086,68"
14/1/2013,2.05,"-5,0926%","2,15","2,29","2,05",1.414.671,"3.085.723,24"
15/1/2013,2.08,"1,4634%","2,06","2,13","1,97",1.279.745,"2.629.372,55"
16/1/2013,2.03,"-2,4038%","2,08","2,13","2,03",579.509,"1.204.897,22"
17/1/2013,2.03,"0,0000%","2,06","2,07","1,98",619.978,"1.255.525,95"
18/1/2013,2.12,"4,4335%","2,07","2,12","2,05",580.018,"1.214.168,14"
21/1/2013,2.08,"-1,8868%","2,14","2,18","2,08",490.222,"1.044.273,55"
22/1/2013,2.15,"3,3654%","2,08","2,16","2,04",612.036,"1.292.311,44"
23/1/2013,2.17,"0,9302%","2,15","2,19","2,11",1.038.621,"2.236.213,29"
24/1/2013,2.15,"-0,9217%","2,18","2,28","2,1",1.872.547,"4.104.495,15"
25/1/2013,2.16,"0,4651%","2,15","2,19","2,1",797.193,"1.712.109,55"
28/1/2013,2.15,"-0,4630%","2,18","2,21","2,13",447.739,"972.601,23"
29/1/2013,2.13,"-0,9302%","2,14","2,16","2,08",560.007,"1.188.780,63"
30/1/2013,2.12,"-0,4695%","2,12","2,14","2,09",627.364,"1.329.143,80"
31/1/2013,2.07,"-2,3585%","2,12","2,12","2,03",1.364.860,"2.845.290,92"
01/2/2013,2.07,"0,0000%","2,08","2,1","1,98",852.774,"1.755.218,68"
04/2/2013,2.08,"0,4831%","2,07","2,11","1,98",490.015,"999.922,95"
05/2/2013,2.23,"7,2115%","2,06","2,23","2,05",1.039.294,"2.256.796,27"
06/2/2013,2.30,"3,1390%","2,25","2,36","2,25",1.208.890,"2.788.951,92"
07/2/2013,2.34,"1,7391%","2,31","2,34","2,25",355.062,"814.907,76"
08/2/2013,2.26,"-3,4188%","2,36","2,39","2,26",573.732,"1.338.422,50"
11/2/2013,2.21,"-2,2124%","2,25","2,28","2,16",376.827,"836.071,87"
12/2/2013,2.24,"1,3575%","2,2","2,3","2,17",236.854,"532.336,44"
13/2/2013,2.27,"1,3393%","2,25","2,29","2,16",390.853,"868.395,97"
14/2/2013,2.20,"-3,0837%","2,3","2,32","2,2",466.797,"1.051.826,04"
15/2/2013,2.31,"5,0000%","2,2","2,35","2,2",1.221.314,"2.793.901,11"
18/2/2013,2.26,"-2,1645%","2,35","2,36","2,26",785.361,"1.823.885,06"
19/2/2013,2.25,"-0,4425%","2,25","2,28","2,22",205.007,"462.172,14"
20/2/2013,2.34,"4,0000%","2,25","2,35","2,25",648.152,"1.495.790,06"
21/2/2013,2.28,"-2,5641%","2,29","2,34","2,23",997.217,"2.262.711,52"
22/2/2013,2.30,"0,8772%","2,26","2,32","2,23",646.772,"1.471.143,09"
25/2/2013,2.26,"-1,7391%","2,3","2,34","2,26",343.011,"790.015,50"
26/2/2013,2.22,"-1,7699%","2,21","2,23","2,14",857.872,"1.883.599,73"
27/2/2013,2.29,"3,1532%","2,22","2,3","2,22",380.387,"863.414,93"
28/2/2013,2.31,"0,8734%","2,31","2,34","2,28",283.247,"653.388,70"
01/3/2013,2.25,"-2,5974%","2,31","2,31","2,23",422.427,"956.548,21"
04/3/2013,2.18,"-3,1111%","2,22","2,29","2,16",933.35,"2.077.978,88"
05/3/2013,2.23,"2,2936%","2,23","2,27","2,17",443.334,"985.552,88"
06/3/2013,2.25,"0,8969%","2,23","2,25","2,18",394.342,"875.617,09"
07/3/2013,2.19,"-2,6667%","2,22","2,27","2,14",811.831,"1.782.430,40"
08/3/2013,2.18,"-0,4566%","2,19","2,21","2,12",402.593,"871.801,75"
11/3/2013,2.05,"-5,9633%","2,18","2,18","2,05",702.916,"1.478.592,25"
12/3/2013,2.11,"2,9268%","2,01","2,11","2,01",472.889,"976.643,01"
13/3/2013,2.25,"6,6351%","2,1","2,25","2,09",502.711,"1.090.176,71"
14/3/2013,2.18,"-3,1111%","2,24","2,25","2,14",612.032,"1.340.523,76"
15/3/2013,2.19,"0,4587%","2,22","2,22","2,15",530.804,"1.158.348,30"
19/3/2013,2.06,"-5,9361%","2,13","2,16","2,01",540.212,"1.125.298,81"
20/3/2013,2.04,"-0,9709%","2,04","2,12","1,99",671.394,"1.384.412,28"
21/3/2013,2.06,"0,9804%","2,05","2,12","2,02",664.454,"1.373.015,08"
22/3/2013,2.04,"-0,9709%","2,03","2,08","2,02",532.014,"1.088.743,83"
26/3/2013,1.97,"-3,4314%","2,04","2,07","1,94",557.612,"1.111.606,66"
27/3/2013,1.80,"-8,6294%","1,95","1,98","1,61",1.473.667,"2.614.073,18"
28/3/2013,1.83,"1,6667%","1,79","1,85","1,75",596.465,"1.077.462,06"
02/4/2013,1.90,"3,8251%","1,82","1,93","1,75",641.204,"1.196.734,04"
03/4/2013,1.83,"-3,6842%","1,94","1,94","1,81",299.634,"560.256,12"
04/4/2013,1.89,"3,2787%","1,83","1,9","1,8",478.515,"890.186,55"
05/4/2013,1.87,"-1,0582%","1,86","1,9","1,82",236.784,"440.222,19"
08/4/2013,1.87,"0,0000%","1,85","1,92","1,76",557.572,"1.037.721,32"
09/4/2013,1.95,"4,2781%","1,89","1,97","1,87",627.121,"1.212.840,03"
10/4/2013,1.93,"-1,0256%","1,96",2,"1,92",786.384,"1.538.907,04"
11/4/2013,1.85,"-4,1451%","1,93","1,97","1,63",1.811.574,"3.286.550,38"
12/4/2013,1.86,"0,5405%","1,87","1,92","1,79",206.175,"383.441,66"
15/4/2013,1.94,"4,3011%","1,86","1,94","1,86",275.59,"527.242,94"
16/4/2013,1.98,"2,0619%","1,94","2,07","1,91",683.518,"1.361.274,03"
17/4/2013,2.00,"1,0101%",2,"2,06","1,98",552.7,"1.112.753,13"
18/4/2013,1.99,"-0,5000%","1,96","2,04","1,89",936.607,"1.849.673,01"
19/4/2013,1.95,"-2,0101%",2,2,"1,93",316.209,"620.672,27"
22/4/2013,2.00,"2,5641%","1,93","2,01","1,93",228.881,"451.665,39"
23/4/2013,2.00,"0,0000%","1,96","2,01","1,93",287.112,"568.835,21"
24/4/2013,2.01,"0,5000%","2,02","2,05","1,99",224.265,"452.149,39"
25/4/2013,2.05,"1,9900%","2,04","2,05","2,02",366.365,"748.939,90"
26/4/2013,2.06,"0,4878%","2,04","2,07","1,99",248.456,"505.861,06"
29/4/2013,2.06,"0,0000%","2,05","2,06","1,99",193.945,"392.448,24"
30/4/2013,2.08,"0,9709%","2,06","2,09","2,04",284.383,"588.743,80"
02/5/2013,2.17,"4,3269%","2,1","2,17","2,1",506.96,"1.081.958,42"
08/5/2013,2.25,"3,6866%","2,18","2,3","2,18",999.495,"2.239.747,65"
09/5/2013,2.30,"2,2222%","2,27","2,31","2,22",477.458,"1.083.601,61"
10/5/2013,2.14,"-6,9565%","2,29","2,3","2,13",516.455,"1.138.809,75"
13/5/2013,2.16,"0,9346%","2,13","2,2","2,12",305.149,"657.302,19"
14/5/2013,2.16,"0,0000%","2,19","2,26","2,13",598.906,"1.311.900,06"
15/5/2013,2.34,"8,3333%","2,22","2,34","2,21",931.377,"2.121.545,27"
16/5/2013,2.33,"-0,4274%","2,37","2,41","2,3",994.219,"2.354.161,42"
17/5/2013,2.34,"0,4292%","2,33","2,39","2,31",517.252,"1.214.768,35"
20/5/2013,2.30,"-1,7094%","2,39","2,39","2,22",439.079,"1.007.107,78"
21/5/2013,2.26,"-1,7391%","2,3","2,31","2,13",623.822,"1.405.840,40"
22/5/2013,2.26,"0,0000%","2,25","2,29","2,18",272.466,"608.994,35"
23/5/2013,2.16,"-4,4248%","2,2","2,25","2,13",410.087,"895.061,07"
24/5/2013,2.10,"-2,7778%","2,15","2,17","2,07",408.505,"869.278,92"
27/5/2013,2.13,"1,4286%","2,1","2,2","2,1",196.233,"425.548,03"
28/5/2013,2.13,"0,0000%","2,15","2,19","2,13",192.121,"415.216,78"
29/5/2013,2.07,"-2,8169%","2,13","2,16","2,07",404.756,"853.409,94"
30/5/2013,2.12,"2,4155%","2,1","2,13","2,01",268.646,"556.682,90"
31/5/2013,2.07,"-2,3585%","2,12","2,12","2,01",603.094,"1.245.433,59"
03/6/2013,2.01,"-2,8986%","2,03","2,07","2,01",428.061,"869.937,76"
04/6/2013,1.96,"-2,4876%",2,"2,02","1,96",472.156,"943.390,22"
05/6/2013,1.95,"-0,5102%",2,2,"1,92",408.815,"797.914,81"
06/6/2013,1.97,"1,0256%","1,92",2,"1,92",419.14,"818.934,90"
07/6/2013,1.96,"-0,5076%","1,98",2,"1,94",217.318,"426.658,69"
10/6/2013,2.01,"2,5510%","1,96","2,03","1,91",451.812,"891.966,16"
11/6/2013,1.95,"-2,9851%",2,2,"1,92",263.732,"514.313,26"
12/6/2013,1.81,"-7,1795%","1,89","1,94","1,78",319.747,"592.168,28"
13/6/2013,1.94,"7,1823%","1,76","1,94","1,75",257.45,"471.182,95"
14/6/2013,1.95,"0,5155%","1,94","1,98","1,91",144.18,"282.033,11"
17/6/2013,1.89,"-3,0769%",2,"2,01","1,88",433.849,"841.030,61"
18/6/2013,1.90,"0,5291%","1,95","1,98","1,89",210.865,"407.909,66"
19/6/2013,1.94,"2,1053%","1,9","1,98","1,89",122.512,"234.896,31"
20/6/2013,1.90,"-2,0619%","1,99",2,"1,9",275.207,"532.365,07"
21/6/2013,1.83,"-3,6842%","1,86","1,91","1,78",470.895,"857.339,66"
25/6/2013,1.90,"3,8251%","1,85","1,9","1,78",491.141,"912.705,85"
26/6/2013,1.78,"-6,3158%","1,89","1,91","1,74",444.534,"809.700,51"
27/6/2013,1.70,"-4,4944%","1,84","1,84","1,62",672.004,"1.133.022,40"
28/6/2013,1.80,"5,8824%","1,73","1,8","1,69",391.449,"678.546,67"
01/7/2013,1.64,"-8,8889%","1,8","1,83","1,63",441.398,"762.315,97"
02/7/2013,1.40,"-14,6341%","1,64","1,66","1,4",1.815.111,"2.699.555,75"
03/7/2013,1.55,"10,7143%","1,4","1,55","1,29",2.758.542,"3.860.289,67"
04/7/2013,1.60,"3,2258%","1,55","1,61","1,45",861.555,"1.334.297,25"
05/7/2013,1.55,"-3,1250%","1,58","1,63","1,55",505.641,"804.284,83"
08/7/2013,1.52,"-1,9355%","1,58","1,59","1,49",459.764,"703.897,37"
09/7/2013,1.46,"-3,9474%","1,55","1,56","1,46",308.135,"463.252,15"
10/7/2013,1.43,"-2,0548%","1,46","1,48","1,4",351.89,"504.468,61"
11/7/2013,1.31,"-8,3916%","1,42","1,43","1,31",632.857,"858.285,19"
12/7/2013,1.32,"0,7634%","1,35","1,4","1,32",687.697,"937.745,02"
15/7/2013,1.36,"3,0303%","1,34","1,39","1,32",207.924,"281.460,95"
16/7/2013,1.45,"6,6176%","1,38","1,47","1,36",324.333,"459.550,39"
17/7/2013,1.49,"2,7586%","1,47","1,49","1,45",149.033,"219.023,08"
18/7/2013,1.56,"4,6980%","1,51","1,57","1,51",349.771,"541.666,20"
19/7/2013,1.50,"-3,8462%","1,57","1,58","1,46",428.926,"659.072,75"
22/7/2013,1.54,"2,6667%","1,5","1,56","1,49",136.371,"206.915,77"
23/7/2013,1.54,"0,0000%","1,52","1,57","1,52",127.089,"195.817,76"
24/7/2013,1.56,"1,2987%","1,51","1,57","1,51",137.128,"212.489,94"
25/7/2013,1.58,"1,2821%","1,56","1,59","1,55",98.22,"153.609,51"
26/7/2013,1.70,"7,5949%","1,6","1,72","1,59",376.39,"630.979,39"
29/7/2013,1.71,"0,5882%","1,71","1,8","1,71",403.939,"704.606,51"
30/7/2013,1.66,"-2,9240%","1,72","1,73","1,64",156.819,"262.111,30"
31/7/2013,1.73,"4,2169%","1,67","1,73","1,63",345.335,"579.886,21"
01/8/2013,1.70,"-1,7341%","1,73","1,76","1,66",416.389,"711.185,83"
02/8/2013,1.69,"-0,5882%","1,74","1,76","1,63",681.187,"1.159.841,80"
05/8/2013,1.64,"-2,9586%","1,69","1,7","1,64",129.669,"216.421,03"
06/8/2013,1.67,"1,8293%","1,65","1,69","1,64",178.667,"296.550,77"
07/8/2013,1.56,"-6,5868%","1,65","1,65","1,54",820.448,"1.296.359,66"
08/8/2013,1.58,"1,2821%","1,56","1,61","1,54",411.307,"652.217,90"
09/8/2013,1.65,"4,4304%","1,6","1,65","1,59",238.592,"388.099,06"
12/8/2013,1.72,"4,2424%","1,66","1,73","1,64",458.969,"777.222,75"
13/8/2013,1.72,"0,0000%","1,74","1,76","1,7",252.69,"437.593,11"
14/8/2013,1.77,"2,9070%","1,75","1,78","1,71",572.218,"997.115,76"
16/8/2013,1.80,"1,6949%","1,76","1,8","1,74",280.161,"498.151,81"
19/8/2013,1.69,"-6,1111%","1,81","1,81","1,69",171.083,"296.430,59"
20/8/2013,1.59,"-5,9172%","1,69","1,7","1,58",423.47,"696.341,02"
21/8/2013,1.61,"1,2579%","1,63","1,69","1,6",642.642,"1.045.011,11"
22/8/2013,1.61,"0,0000%","1,64","1,66","1,57",336.279,"541.944,76"
23/8/2013,1.60,"-0,6211%","1,61","1,64","1,6",427.152,"691.955,59"
26/8/2013,1.61,"0,6250%","1,62","1,63","1,59",124.873,"200.961,54"
27/8/2013,1.53,"-4,9689%","1,61","1,63","1,49",561.078,"864.867,52"
28/8/2013,1.54,"0,6536%","1,5","1,56","1,49",234.047,"355.600,00"
29/8/2013,1.52,"-1,2987%","1,55","1,55","1,51",168.925,"259.281,58"
30/8/2013,1.51,"-0,6579%","1,54","1,55","1,51",171.72,"262.724,03"
02/9/2013,1.50,"-0,6623%","1,51","1,52","1,47",104.097,"156.049,95"
03/9/2013,1.56,"4,0000%","1,52","1,57","1,5",213.964,"329.208,07"
04/9/2013,1.55,"-0,6410%","1,54","1,57","1,53",180.416,"278.436,21"
05/9/2013,1.57,"1,2903%","1,54","1,58","1,54",148.207,"231.418,74"
06/9/2013,1.59,"1,2739%","1,57","1,61","1,56",352.524,"560.817,11"
09/9/2013,1.62,"1,8868%","1,6","1,63","1,58",324.683,"522.756,06"
10/9/2013,1.61,"-0,6173%","1,64","1,66","1,58",611.473,"990.522,95"
11/9/2013,1.63,"1,2422%","1,62","1,64","1,6",267.358,"432.441,37"
12/9/2013,1.67,"2,4540%","1,63","1,67","1,62",238.908,"394.832,44"
13/9/2013,1.61,"-3,5928%","1,65","1,67","1,61",395.462,"646.441,29"
16/9/2013,1.64,"1,8634%","1,64","1,65","1,6",208.295,"338.753,84"
17/9/2013,1.67,"1,8293%","1,64","1,67","1,63",238.979,"395.994,12"
18/9/2013,1.72,"2,9940%","1,67","1,74","1,66",456.608,"778.682,91"
19/9/2013,1.76,"2,3256%","1,75","1,77","1,73",492.167,"864.043,48"
20/9/2013,1.70,"-3,4091%","1,73","1,75","1,67",405.563,"687.517,96"
23/9/2013,1.66,"-2,3529%","1,68","1,71","1,65",119.3,"199.738,64"
24/9/2013,1.74,"4,8193%","1,66","1,76","1,66",318.615,"547.896,39"
25/9/2013,1.75,"0,5747%","1,75","1,77","1,72",183.368,"320.273,72"
26/9/2013,1.73,"-1,1429%","1,75","1,77","1,72",370.318,"643.422,77"
27/9/2013,1.74,"0,5780%","1,73","1,76","1,71",585.515,"1.015.259,63"
30/9/2013,1.64,"-5,7471%","1,71","1,73","1,6",368.654,"609.759,74"
01/10/2013,1.65,"0,6098%","1,63","1,68","1,63",134.285,"222.436,60"
02/10/2013,1.69,"2,4242%","1,68","1,72","1,64",342.604,"577.920,67"
03/10/2013,1.69,"0,0000%","1,67","1,71","1,67",326.822,"551.950,14"
04/10/2013,1.78,"5,3254%","1,74","1,8","1,73",501.175,"885.035,87"
07/10/2013,1.91,"7,3034%","1,81","1,94","1,8",1.363.309,"2.528.708,41"
08/10/2013,1.85,"-3,1414%","1,91","1,94","1,85",535.454,"1.006.475,03"
09/10/2013,1.90,"2,7027%","1,83","1,9","1,81",304.298,"570.420,88"
10/10/2013,1.91,"0,5263%","1,92","1,96","1,88",937.16,"1.807.297,08"
11/10/2013,1.83,"-4,1885%","1,93","1,95","1,83",411.742,"779.673,03"
14/10/2013,1.85,"1,0929%","1,78","1,86","1,78",212.702,"388.077,95"
15/10/2013,1.85,"0,0000%","1,87","1,94","1,83",607.619,"1.149.115,54"
16/10/2013,1.83,"-1,0811%","1,85","1,87","1,8",298.121,"543.744,34"
17/10/2013,1.93,"5,4645%","1,88","1,93","1,82",442.101,"833.914,68"
18/10/2013,1.95,"1,0363%","1,94","1,95","1,9",388.987,"750.703,24"
21/10/2013,1.99,"2,0513%","1,97","2,03","1,95",750.678,"1.499.819,44"
22/10/2013,2.02,"1,5075%","2,04","2,05","1,98",414.682,"839.812,76"
23/10/2013,1.89,"-6,4356%","2,02","2,03","1,86",1.316.466,"2.562.362,42"
24/10/2013,1.94,"2,6455%","1,9","1,97","1,88",320.749,"621.278,25"
25/10/2013,1.99,"2,5773%","1,96","1,99","1,93",230.065,"452.394,91"
29/10/2013,1.89,"-5,0251%","1,98","2,01","1,83",677.145,"1.289.815,48"
30/10/2013,1.90,"0,5291%","1,88","1,92","1,87",156.145,"296.542,90"
31/10/2013,1.95,"2,6316%","1,88","1,99","1,88",259.303,"503.415,99"
01/11/2013,2.05,"5,1282%","1,94","2,08","1,94",655.623,"1.332.466,14"
04/11/2013,2.00,"-2,4390%","2,02","2,08","1,97",400.163,"807.312,22"
05/11/2013,1.90,"-5,0000%",2,"2,03","1,9",275.663,"539.402,40"
06/11/2013,2.00,"5,2632%","1,9",2,"1,9",263.576,"519.362,54"
07/11/2013,1.99,"-0,5000%",2,"2,03","1,95",358.112,"714.753,50"
08/11/2013,2.00,"0,5025%",2,"2,05","1,99",487.225,"978.785,05"
11/11/2013,2.05,"2,5000%",2,"2,15","1,99",827.919,"1.727.125,28"
12/11/2013,1.97,"-3,9024%","2,06","2,1","1,97",511.376,"1.040.775,18"
13/11/2013,1.96,"-0,5076%","1,97",2,"1,91",311.753,"608.419,13"
14/11/2013,1.94,"-1,0204%","1,99","2,03","1,94",239.737,"477.198,28"
15/11/2013,1.88,"-3,0928%","1,95","1,98","1,86",597.704,"1.135.483,44"
18/11/2013,1.87,"-0,5319%","1,86","1,91","1,86",158.008,"299.134,33"
19/11/2013,1.87,"0,0000%","1,86","1,91","1,86",92.002,"173.976,97"
20/11/2013,1.82,"-2,6738%","1,9","1,92","1,81",250.489,"461.298,97"
21/11/2013,1.85,"1,6484%","1,84","1,86","1,81",241.929,"445.912,05"
22/11/2013,1.91,"3,2432%","1,85","1,91","1,85",254.37,"478.663,84"
25/11/2013,1.96,"2,6178%","1,92","1,98","1,92",485.332,"948.552,76"
26/11/2013,1.73,"-11,7347%","1,97","1,97","1,73",1.955.581,"3.459.744,34"
27/11/2013,1.89,"9,2486%","1,9","1,9","1,83",626.102,"1.171.179,21"
28/11/2013,1.87,"-1,0582%","1,87","1,9","1,85",78.355,"146.980,64"
29/11/2013,1.89,"1,0695%","1,86","1,95","1,86",343.791,"659.341,46"
02/12/2013,1.99,"5,2910%","1,93",2,"1,91",348.825,"687.735,33"
03/12/2013,1.97,"-1,0050%","1,97","2,01","1,97",220.619,"437.086,20"
04/12/2013,1.98,"0,5076%","1,96","1,98","1,94",130.868,"256.295,62"
05/12/2013,1.99,"0,5051%","2,01","2,01","1,95",416.159,"827.021,03"
06/12/2013,1.93,"-3,0151%","1,96",2,"1,92",172.068,"335.845,56"
09/12/2013,1.88,"-2,5907%","1,95","1,97","1,87",451.353,"859.627,25"
10/12/2013,1.93,"2,6596%","1,91","1,94","1,89",172.808,"332.571,03"
11/12/2013,1.92,"-0,5181%","1,96","1,96","1,9",112.281,"214.489,79"
12/12/2013,1.89,"-1,5625%","1,93","1,93","1,88",192.218,"365.615,01"
13/12/2013,1.85,"-2,1164%","1,88","1,9","1,83",323.063,"599.995,69"
16/12/2013,1.83,"-1,0811%","1,85","1,88","1,83",200.277,"370.990,99"
17/12/2013,1.85,"1,0929%","1,84","1,87","1,83",174.649,"323.362,85"
18/12/2013,1.85,"0,0000%","1,85","1,88","1,85",177.593,"330.233,33"
19/12/2013,1.84,"-0,5405%","1,86","1,89","1,83",116.021,"215.510,96"
20/12/2013,1.82,"-1,0870%","1,89","1,89","1,77",616.976,"1.134.516,84"
23/12/2013,1.79,"-1,6484%","1,78","1,81","1,71",505.248,"886.059,82"
27/12/2013,1.85,"3,3520%","1,82","1,88","1,79",319.504,"590.359,26"
30/12/2013,1.84,"-0,5405%","1,88","1,88","1,84",204.929,"379.540,69"
31/12/2013,1.84,"0,0000%","1,84","1,87","1,82",165.814,"306.306,72"
02/1/2014,1.95,"5,9783%","1,84","1,95","1,84",188.088,"359.392,32"
03/1/2014,1.96,"0,5128%","1,94","1,98","1,92",180.55,"353.310,19"
07/1/2014,2.03,"3,5714%","1,98","2,04","1,95",273.924,"546.786,08"
08/1/2014,2.10,"3,4483%","2,05","2,12","2,05",998.991,"2.091.019,60"
09/1/2014,2.11,"0,4762%","2,12","2,14","2,07",664.858,"1.400.196,33"
10/1/2014,2.14,"1,4218%","2,11","2,16","2,1",445.566,"952.956,53"
13/1/2014,2.08,"-2,8037%","2,12","2,13","2,08",490.356,"1.028.919,13"
14/1/2014,2.05,"-1,4423%","2,06","2,08","2,01",449.381,"922.252,27"
15/1/2014,2.10,"2,4390%","2,05","2,12","2,05",321.427,"670.350,55"
16/1/2014,2.12,"0,9524%","2,09","2,14","2,07",311.513,"654.493,48"
17/1/2014,2.20,"3,7736%","2,11","2,24","2,11",914.628,"2.004.421,28"
20/1/2014,2.14,"-2,7273%","2,21","2,22","2,07",627.428,"1.352.108,61"
21/1/2014,2.15,"0,4673%","2,14","2,22","2,13",1.150.330,"2.487.129,56"
22/1/2014,2.13,"-0,9302%","2,16","2,18","2,11",556.202,"1.193.714,73"
23/1/2014,2.12,"-0,4695%","2,13","2,13","2,06",222.788,"469.104,43"
24/1/2014,1.97,"-7,0755%","2,11","2,11","1,97",365.431,"742.650,38"
27/1/2014,1.96,"-0,5076%","1,96",2,"1,93",177.776,"348.876,12"
28/1/2014,1.90,"-3,0612%","1,99","1,99","1,88",213.465,"409.769,70"
29/1/2014,1.92,"1,0526%","1,96","1,97","1,86",295.312,"563.479,80"
30/1/2014,1.95,"1,5625%","1,94",2,"1,9",131.926,"257.073,66"
31/1/2014,1.95,"0,0000%","1,97","1,98","1,91",127.172,"246.777,18"
03/2/2014,2.04,"4,6154%","1,98","2,06","1,96",246.532,"497.311,97"
04/2/2014,2.04,"0,0000%",2,"2,07",2,124.416,"253.476,83"
05/2/2014,2.11,"3,4314%","2,07","2,13","2,05",371.768,"780.448,09"
06/2/2014,2.08,"-1,4218%","2,11","2,16","2,06",347.561,"736.281,16"
07/2/2014,2.06,"-0,9615%","2,1","2,14","2,05",289.57,"602.715,46"
10/2/2014,2.06,"0,0000%","2,06","2,1","2,03",187.418,"386.437,37"
11/2/2014,2.06,"0,0000%","2,08","2,09","2,03",126.417,"260.237,98"
12/2/2014,2.10,"1,9417%","2,07","2,15","2,07",469.267,"991.548,90"
13/2/2014,2.10,"0,0000%","2,11","2,13","2,07",152.278,"318.790,93"
14/2/2014,2.10,"0,0000%","2,1","2,14","2,08",97.11,"204.291,61"
17/2/2014,2.12,"0,9524%","2,08","2,13","2,07",162.701,"342.795,29"
18/2/2014,2.18,"2,8302%","2,12","2,23","2,12",514.977,"1.131.869,30"
19/2/2014,2.13,"-2,2936%","2,19","2,21","2,13",277.089,"601.446,07"
20/2/2014,2.10,"-1,4085%","2,1","2,13","2,06",503.369,"1.054.524,47"
21/2/2014,2.09,"-0,4762%","2,12","2,14","2,09",239.394,"502.471,21"
24/2/2014,2.08,"-0,4785%","2,09","2,13","2,08",185.953,"389.715,72"
25/2/2014,2.12,"1,9231%","2,08","2,14","2,08",136.356,"288.905,46"
26/2/2014,2.17,"2,3585%","2,12","2,19","2,12",334.369,"723.012,30"
27/2/2014,2.16,"-0,4608%","2,16","2,16","2,12",163.054,"348.910,18"
28/2/2014,2.15,"-0,4630%","2,16","2,21","2,14",534.456,"1.161.441,82"
04/3/2014,2.20,"2,3256%","2,1","2,24","2,09",604.51,"1.316.813,35"
05/3/2014,2.25,"2,2727%","2,22","2,28","2,2",408.036,"919.797,05"
06/3/2014,2.30,"2,2222%","2,24","2,37","2,23",683.864,"1.583.039,67"
07/3/2014,2.35,"2,1739%","2,28","2,37","2,25",365.559,"853.714,02"
10/3/2014,2.35,"0,0000%","2,35","2,38","2,32",257.555,"606.460,91"
11/3/2014,2.37,"0,8511%","2,35","2,39","2,29",201.466,"472.912,63"
12/3/2014,2.47,"4,2194%","2,37","2,49","2,36",595.391,"1.459.091,00"
13/3/2014,2.43,"-1,6194%","2,46","2,51","2,41",614.336,"1.516.645,51"
14/3/2014,2.34,"-3,7037%","2,39","2,41","2,33",265.072,"626.949,19"
17/3/2014,2.44,"4,2735%","2,37","2,44","2,35",236.081,"566.587,22"
18/3/2014,2.37,"-2,8689%","2,44","2,45","2,36",457.984,"1.100.234,29"
19/3/2014,2.36,"-0,4219%","2,38","2,43","2,32",386.854,"919.012,02"
20/3/2014,2.40,"1,6949%","2,33","2,41","2,31",199.245,"471.279,73"
21/3/2014,2.24,"-6,6667%","2,38","2,41","2,24",556.321,"1.279.219,04"
24/3/2014,2.25,"0,4464%","2,25","2,32","2,24",247.376,"562.376,85"
26/3/2014,2.30,"2,2222%","2,25","2,31","2,25",129.702,"296.965,99"
27/3/2014,2.25,"-2,1739%","2,26","2,26","2,2",339.745,"759.185,23"
28/3/2014,2.30,"2,2222%","2,26","2,3","2,24",215.096,"488.697,44"
31/3/2014,2.31,"0,4348%","2,3","2,31","2,25",291.948,"667.927,05"
01/4/2014,2.32,"0,4329%","2,3","2,33","2,29",605.522,"1.397.109,12"
02/4/2014,2.34,"0,8621%","2,32","2,36","2,32",342.71,"803.074,62"
03/4/2014,2.34,"0,0000%","2,34","2,38","2,3",500.438,"1.176.911,63"
04/4/2014,2.25,"-3,8462%","2,34","2,36","2,25",608.311,"1.405.471,06"
07/4/2014,2.22,"-1,3333%","2,28","2,31","2,21",216.339,"487.380,38"
08/4/2014,2.23,"0,4505%","2,22","2,26","2,2",106.207,"236.360,20"
09/4/2014,2.24,"0,4484%","2,25","2,27","2,23",150.024,"336.792,93"
10/4/2014,2.23,"-0,4464%","2,27","2,28","2,2",231.101,"516.610,94"
11/4/2014,2.16,"-3,1390%","2,2","2,24","2,12",268.846,"583.079,52"
14/4/2014,2.06,"-4,6296%","2,16","2,18","2,06",235.343,"493.080,48"
15/4/2014,2.01,"-2,4272%","2,06","2,12","2,01",288.023,"588.929,19"
16/4/2014,2.16,"7,4627%","2,01","2,16","2,01",317.313,"662.164,56"
17/4/2014,2.15,"-0,4630%","2,17","2,2","2,15",208.096,"454.117,63"
