date,close,open,high,low,volume,change
22-May-12,1316.63,"1,316.09","1,328.49","1,310.04",-,0.05%
23-May-12,1318.86,"1,316.02","1,320.71","1,296.53",-,0.17%
24-May-12,1320.68,"1,318.72","1,324.14","1,310.50",-,0.14%
25-May-12,1317.82,"1,320.81","1,324.20","1,314.23",-,-0.22%
29-May-12,1332.42,"1,318.90","1,334.93","1,318.90",-,1.11%
30-May-12,1313.32,"1,331.25","1,331.25","1,310.76",-,-1.43%
31-May-12,1310.33,"1,313.09","1,319.74","1,298.90",-,-0.23%
1-Jun-12,1278.04,"1,309.87","1,309.87","1,277.25",-,-2.46%
4-Jun-12,1278.18,"1,278.29","1,282.55","1,266.74",-,0.01%
5-Jun-12,1285.50,"1,277.82","1,287.62","1,274.16",-,0.57%
6-Jun-12,1315.13,"1,285.61","1,315.13","1,285.61",-,2.30%
7-Jun-12,1314.99,"1,316.15","1,329.05","1,312.68",-,-0.01%
8-Jun-12,1325.66,"1,314.99","1,325.81","1,307.77",-,0.81%
11-Jun-12,1308.93,"1,325.72","1,335.52","1,307.73",-,-1.26%
12-Jun-12,1324.18,"1,309.40","1,324.31","1,306.62",-,1.17%
13-Jun-12,1314.88,"1,324.02","1,327.28","1,310.51",-,-0.70%
14-Jun-12,1329.10,"1,314.88","1,333.68","1,314.14",-,1.08%
15-Jun-12,1342.84,"1,329.19","1,343.32","1,329.19",-,1.03%
18-Jun-12,1344.78,"1,342.42","1,348.22","1,334.46",-,0.14%
19-Jun-12,1357.98,"1,344.83","1,363.46","1,344.83",-,0.98%
20-Jun-12,1355.69,"1,358.04","1,361.57","1,346.45",-,-0.17%
21-Jun-12,1325.51,"1,355.43","1,358.27","1,324.41",-,-2.23%
22-Jun-12,1335.02,"1,325.92","1,337.82","1,325.92",-,0.72%
25-Jun-12,1313.72,"1,334.90","1,334.90","1,309.27",-,-1.60%
26-Jun-12,1319.99,"1,314.09","1,324.24","1,310.30",-,0.48%
27-Jun-12,1331.85,"1,320.71","1,334.40","1,320.71",-,0.90%
28-Jun-12,1329.04,"1,331.52","1,331.52","1,313.29",-,-0.21%
29-Jun-12,1362.16,"1,330.12","1,362.17","1,330.12",-,2.49%
2-Jul-12,1365.51,"1,362.33","1,366.35","1,355.70",-,0.25%
3-Jul-12,1374.02,"1,365.75","1,374.81","1,363.53",-,0.62%
5-Jul-12,1367.58,"1,373.72","1,373.85","1,363.02",-,-0.47%
6-Jul-12,1354.68,"1,367.09","1,367.09","1,348.03",-,-0.94%
9-Jul-12,1352.46,"1,354.66","1,354.87","1,346.65",-,-0.16%
10-Jul-12,1341.47,"1,352.96","1,361.54","1,336.27",-,-0.81%
11-Jul-12,1341.45,"1,341.40","1,345.00","1,333.25",-,0.00%
12-Jul-12,1334.76,"1,341.29","1,341.29","1,325.41",-,-0.50%
13-Jul-12,1356.78,"1,334.81","1,357.70","1,334.81",-,1.65%
16-Jul-12,1353.64,"1,356.50","1,357.26","1,348.51",-,-0.23%
17-Jul-12,1363.67,"1,353.68","1,365.36","1,345.07",-,0.74%
18-Jul-12,1372.78,"1,363.58","1,375.26","1,358.96",-,0.67%
19-Jul-12,1376.51,"1,373.01","1,380.39","1,371.21",-,0.27%
20-Jul-12,1362.66,"1,376.51","1,376.51","1,362.19",-,-1.01%
23-Jul-12,1350.52,"1,362.34","1,362.34","1,337.56",-,-0.89%
24-Jul-12,1338.31,"1,350.52","1,351.53","1,329.24",-,-0.90%
25-Jul-12,1337.89,"1,338.35","1,343.98","1,331.50",-,-0.03%
26-Jul-12,1360.02,"1,338.17","1,363.13","1,338.17",-,1.65%
27-Jul-12,1385.97,"1,360.05","1,389.19","1,360.05",-,1.91%
30-Jul-12,1385.30,"1,385.94","1,391.74","1,381.37",-,-0.05%
31-Jul-12,1379.32,"1,385.27","1,387.16","1,379.17",-,-0.43%
1-Aug-12,1375.14,"1,379.32","1,385.03","1,373.35",-,-0.30%
2-Aug-12,1365.00,"1,375.13","1,375.13","1,354.65",-,-0.74%
3-Aug-12,1390.99,"1,365.45","1,394.16","1,365.45",-,1.90%
6-Aug-12,1394.23,"1,391.04","1,399.63","1,391.04",-,0.23%
7-Aug-12,1401.35,"1,394.46","1,407.14","1,394.46",-,0.51%
8-Aug-12,1402.22,"1,401.23","1,404.14","1,396.13",-,0.06%
9-Aug-12,1402.80,"1,402.26","1,405.95","1,398.80",-,0.04%
10-Aug-12,1405.87,"1,402.58","1,405.98","1,395.62",-,0.22%
13-Aug-12,1404.11,"1,405.87","1,405.87","1,397.32",-,-0.13%
14-Aug-12,1403.93,"1,404.36","1,410.03","1,400.60",-,-0.01%
15-Aug-12,1405.53,"1,403.89","1,407.73","1,401.83",-,0.11%
16-Aug-12,1415.51,"1,406.61","1,417.44","1,404.15",-,0.71%
17-Aug-12,1418.16,"1,415.84","1,418.71","1,414.67",-,0.19%
20-Aug-12,1418.13,"1,417.85","1,418.13","1,412.12",-,0.00%
21-Aug-12,1413.17,"1,418.13","1,426.68","1,410.86",-,-0.35%
22-Aug-12,1413.49,"1,413.09","1,416.12","1,406.78",-,0.02%
23-Aug-12,1402.08,"1,413.49","1,413.49","1,400.50",-,-0.81%
24-Aug-12,1411.13,"1,401.99","1,413.46","1,398.04",-,0.65%
27-Aug-12,1410.44,"1,411.13","1,416.17","1,409.11",-,-0.05%
28-Aug-12,1409.30,"1,410.44","1,413.63","1,405.59",-,-0.08%
29-Aug-12,1410.49,"1,409.32","1,413.95","1,406.57",-,0.08%
30-Aug-12,1399.48,"1,410.08","1,410.08","1,397.01",-,-0.78%
31-Aug-12,1406.58,"1,400.07","1,413.09","1,398.96",-,0.51%
4-Sep-12,1404.94,"1,406.54","1,409.31","1,396.56",-,-0.12%
5-Sep-12,1403.44,"1,404.94","1,408.81","1,401.25",-,-0.11%
6-Sep-12,1432.12,"1,403.44","1,432.12","1,403.44",-,2.04%
7-Sep-12,1437.92,"1,432.12","1,437.92","1,431.45",-,0.40%
10-Sep-12,1429.08,"1,437.92","1,438.74","1,428.98",-,-0.61%
11-Sep-12,1433.56,"1,429.13","1,437.76","1,429.13",-,0.31%
12-Sep-12,1436.56,"1,433.56","1,439.15","1,432.99",-,0.21%
13-Sep-12,1459.99,"1,436.56","1,463.76","1,435.34",-,1.63%
14-Sep-12,1465.77,"1,460.07","1,474.51","1,460.07",-,0.40%
17-Sep-12,1461.19,"1,465.42","1,465.63","1,457.55",-,-0.31%
18-Sep-12,1459.32,"1,461.19","1,461.47","1,456.13",-,-0.13%
19-Sep-12,1461.05,"1,459.50","1,465.15","1,457.88",-,0.12%
20-Sep-12,1460.26,"1,461.05","1,461.23","1,449.98",-,-0.05%
21-Sep-12,1460.15,"1,460.34","1,467.07","1,459.51",-,-0.01%
24-Sep-12,1456.89,"1,459.76","1,460.72","1,452.06",-,-0.22%
25-Sep-12,1441.59,"1,456.94","1,463.24","1,441.59",-,-1.05%
26-Sep-12,1433.32,"1,441.60","1,441.60","1,430.53",-,-0.57%
27-Sep-12,1447.15,"1,433.36","1,450.20","1,433.36",-,0.96%
28-Sep-12,1440.67,"1,447.13","1,447.13","1,435.60",-,-0.45%
1-Oct-12,1444.49,"1,440.90","1,457.14","1,440.90",-,0.27%
2-Oct-12,1445.75,"1,444.99","1,451.52","1,439.01",-,0.09%
3-Oct-12,1450.99,"1,446.05","1,454.30","1,441.99",-,0.36%
4-Oct-12,1461.40,"1,451.08","1,463.14","1,451.08",-,0.72%
5-Oct-12,1460.93,"1,461.40","1,470.96","1,456.89",-,-0.03%
8-Oct-12,1455.88,"1,460.93","1,460.93","1,453.10",-,-0.35%
9-Oct-12,1441.48,"1,455.90","1,455.90","1,441.18",-,-0.99%
10-Oct-12,1432.56,"1,441.48","1,442.52","1,430.64",-,-0.62%
11-Oct-12,1432.84,"1,432.82","1,443.90","1,432.82",-,0.02%
12-Oct-12,1428.59,"1,432.84","1,438.43","1,425.53",-,-0.30%
15-Oct-12,1440.13,"1,428.75","1,441.31","1,427.24",-,0.81%
16-Oct-12,1454.92,"1,440.31","1,455.51","1,440.31",-,1.03%
17-Oct-12,1460.91,"1,454.22","1,462.20","1,453.35",-,0.41%
18-Oct-12,1457.34,"1,460.94","1,464.02","1,452.63",-,-0.24%
19-Oct-12,1433.19,"1,457.34","1,457.34","1,429.85",-,-1.66%
22-Oct-12,1433.82,"1,433.21","1,435.46","1,422.06",-,0.04%
23-Oct-12,1413.11,"1,433.74","1,433.74","1,407.56",-,-1.44%
24-Oct-12,1408.75,"1,413.20","1,420.04","1,407.10",-,-0.31%
25-Oct-12,1412.97,"1,409.74","1,421.12","1,405.14",-,0.30%
26-Oct-12,1411.94,"1,412.97","1,417.09","1,403.28",-,-0.07%
31-Oct-12,1412.16,"1,410.99","1,418.76","1,405.95",-,0.02%
1-Nov-12,1427.59,"1,412.20","1,428.35","1,412.20",-,1.09%
2-Nov-12,1414.20,"1,427.59","1,434.27","1,412.91",-,-0.94%
5-Nov-12,1417.26,"1,414.02","1,419.90","1,408.13",-,0.22%
6-Nov-12,1428.39,"1,417.26","1,433.38","1,417.26",-,0.79%
7-Nov-12,1394.53,"1,428.27","1,428.27","1,388.14",-,-2.37%
8-Nov-12,1377.51,"1,394.53","1,401.23","1,377.51",-,-1.22%
9-Nov-12,1379.85,"1,377.55","1,391.39","1,373.03",-,0.17%
12-Nov-12,1380.03,"1,379.86","1,384.87","1,377.19",-,0.01%
13-Nov-12,1374.53,"1,380.03","1,388.81","1,371.39",-,-0.40%
14-Nov-12,1355.49,"1,374.64","1,380.13","1,352.50",-,-1.39%
15-Nov-12,1353.33,"1,355.41","1,360.62","1,348.05",-,-0.16%
16-Nov-12,1359.88,"1,353.36","1,362.03","1,343.35",-,0.48%
19-Nov-12,1386.89,"1,359.88","1,386.89","1,359.88",-,1.99%
20-Nov-12,1387.81,"1,386.82","1,389.77","1,377.04",-,0.07%
21-Nov-12,1391.03,"1,387.79","1,391.25","1,386.39",-,0.23%
23-Nov-12,1409.15,"1,391.03","1,409.16","1,391.03",-,1.30%
26-Nov-12,1406.29,"1,409.15","1,409.15","1,397.68",-,-0.20%
27-Nov-12,1398.94,"1,406.29","1,409.01","1,398.03",-,-0.52%
28-Nov-12,1409.93,"1,398.77","1,410.31","1,385.43",-,0.79%
29-Nov-12,1415.95,"1,409.96","1,419.70","1,409.04",-,0.43%
30-Nov-12,1416.18,"1,415.95","1,418.86","1,411.63",-,0.02%
3-Dec-12,1409.46,"1,416.34","1,423.73","1,408.46",-,-0.47%
4-Dec-12,1407.05,"1,409.46","1,413.14","1,403.65",-,-0.17%
5-Dec-12,1409.28,"1,407.05","1,415.56","1,398.23",-,0.16%
6-Dec-12,1413.94,"1,409.43","1,413.95","1,405.93",-,0.33%
7-Dec-12,1418.07,"1,413.95","1,420.34","1,410.90",-,0.29%
10-Dec-12,1418.55,"1,418.07","1,421.64","1,415.64",-,0.03%
11-Dec-12,1427.84,"1,418.55","1,434.27","1,418.55",-,0.65%
12-Dec-12,1428.48,"1,427.84","1,438.59","1,426.76",-,0.04%
13-Dec-12,1419.45,"1,428.48","1,431.36","1,416.00",-,-0.63%
14-Dec-12,1413.58,"1,419.45","1,419.45","1,411.88",-,-0.41%
17-Dec-12,1430.36,"1,413.54","1,430.67","1,413.54",-,1.19%
18-Dec-12,1446.79,"1,430.47","1,448.00","1,430.47",-,1.15%
19-Dec-12,1435.81,"1,446.79","1,447.75","1,435.80",-,-0.76%
20-Dec-12,1443.69,"1,435.81","1,443.70","1,432.82",-,0.55%
21-Dec-12,1430.15,"1,443.67","1,443.67","1,422.58",-,-0.94%
24-Dec-12,1426.66,"1,430.15","1,430.15","1,424.66",-,-0.24%
26-Dec-12,1419.83,"1,426.66","1,429.42","1,416.43",-,-0.48%
27-Dec-12,1418.10,"1,419.83","1,422.80","1,401.80",-,-0.12%
28-Dec-12,1402.43,"1,418.10","1,418.10","1,401.58",-,-1.10%
31-Dec-12,1426.19,"1,402.43","1,426.74","1,398.11",-,1.69%
2-Jan-13,1462.42,"1,426.19","1,462.43","1,426.19",-,2.54%
3-Jan-13,1459.37,"1,462.42","1,465.47","1,455.53",-,-0.21%
4-Jan-13,1466.47,"1,459.37","1,467.94","1,458.99",-,0.49%
7-Jan-13,1461.89,"1,466.47","1,466.47","1,456.62",-,-0.31%
8-Jan-13,1457.15,"1,461.89","1,461.89","1,451.64",-,-0.32%
9-Jan-13,1461.02,"1,457.15","1,464.73","1,457.15",-,0.27%
10-Jan-13,1472.12,"1,464.64","1,472.30","1,461.02",-,0.76%
11-Jan-13,1472.05,"1,472.12","1,472.75","1,467.58",-,0.00%
14-Jan-13,1470.68,"1,472.05","1,472.05","1,465.69",-,-0.09%
15-Jan-13,1472.34,"1,470.67","1,473.31","1,463.76",-,0.11%
16-Jan-13,1472.63,"1,472.33","1,473.96","1,467.60",-,0.02%
17-Jan-13,1480.94,"1,472.63","1,485.16","1,472.63",-,0.56%
18-Jan-13,1485.98,"1,480.95","1,485.98","1,475.81",-,0.34%
22-Jan-13,1492.56,"1,485.98","1,492.56","1,481.16",-,0.44%
23-Jan-13,1494.81,"1,492.56","1,496.13","1,489.90",-,0.15%
24-Jan-13,1494.82,"1,494.81","1,502.27","1,489.46",-,0.00%
25-Jan-13,1502.96,"1,494.82","1,503.26","1,494.82",-,0.54%
28-Jan-13,1500.18,"1,502.96","1,503.23","1,496.33",-,-0.18%
29-Jan-13,1507.84,"1,500.18","1,509.35","1,498.09",-,0.51%
30-Jan-13,1501.96,"1,507.84","1,509.94","1,500.11",-,-0.39%
31-Jan-13,1498.11,"1,501.96","1,504.19","1,496.76",-,-0.26%
1-Feb-13,1513.17,"1,498.11","1,514.41","1,498.11",-,1.01%
4-Feb-13,1495.71,"1,513.17","1,513.17","1,495.02",-,-1.15%
5-Feb-13,1511.29,"1,495.71","1,514.96","1,495.71",-,1.04%
6-Feb-13,1512.12,"1,511.29","1,512.53","1,504.71",-,0.05%
7-Feb-13,1509.39,"1,512.12","1,512.90","1,498.49",-,-0.18%
8-Feb-13,1517.93,"1,509.39","1,518.31","1,509.39",-,0.57%
11-Feb-13,1517.01,"1,517.93","1,518.31","1,513.61",-,-0.06%
12-Feb-13,1519.43,"1,517.01","1,522.29","1,515.61",-,0.16%
13-Feb-13,1520.33,"1,519.43","1,524.69","1,515.93",-,0.06%
14-Feb-13,1521.38,"1,520.33","1,523.14","1,514.02",-,0.07%
15-Feb-13,1519.79,"1,521.38","1,524.24","1,514.14",-,-0.10%
19-Feb-13,1530.94,"1,519.79","1,530.94","1,519.79",-,0.73%
20-Feb-13,1511.95,"1,530.94","1,530.94","1,511.41",-,-1.24%
21-Feb-13,1502.42,"1,511.95","1,511.95","1,497.29",-,-0.63%
22-Feb-13,1515.60,"1,502.42","1,515.64","1,502.42",-,0.88%
25-Feb-13,1487.85,"1,515.60","1,525.84","1,487.85",-,-1.83%
26-Feb-13,1496.94,"1,487.85","1,498.99","1,485.01",-,0.61%
27-Feb-13,1515.99,"1,496.94","1,520.08","1,494.88",-,1.27%
28-Feb-13,1514.68,"1,515.99","1,525.34","1,514.46",-,-0.09%
1-Mar-13,1518.20,"1,514.68","1,519.99","1,501.48",-,0.23%
4-Mar-13,1525.20,"1,518.20","1,525.27","1,512.29",-,0.46%
5-Mar-13,1539.79,"1,525.20","1,543.47","1,525.20",-,0.96%
6-Mar-13,1541.46,"1,539.79","1,545.25","1,538.11",-,0.11%
7-Mar-13,1544.26,"1,541.46","1,545.78","1,541.46",-,0.18%
8-Mar-13,1551.18,"1,544.26","1,552.48","1,542.94",-,0.45%
11-Mar-13,1556.22,"1,551.15","1,556.27","1,547.36",-,0.32%
12-Mar-13,1552.48,"1,556.22","1,556.77","1,548.24",-,-0.24%
13-Mar-13,1554.52,"1,552.48","1,556.39","1,548.25",-,0.13%
14-Mar-13,1563.23,"1,554.52","1,563.32","1,554.52",-,0.56%
15-Mar-13,1560.70,"1,563.21","1,563.62","1,555.74",-,-0.16%
18-Mar-13,1552.10,"1,560.70","1,560.70","1,545.13",-,-0.55%
19-Mar-13,1548.34,"1,552.10","1,557.25","1,538.57",-,-0.24%
20-Mar-13,1558.71,"1,548.34","1,561.56","1,548.34",-,0.67%
21-Mar-13,1545.80,"1,558.71","1,558.71","1,543.55",-,-0.83%
22-Mar-13,1556.89,"1,545.90","1,557.74","1,545.90",-,0.72%
25-Mar-13,1551.69,"1,556.89","1,564.91","1,546.22",-,-0.33%
26-Mar-13,1563.77,"1,551.69","1,563.95","1,551.69",-,0.78%
27-Mar-13,1562.85,"1,563.75","1,564.07","1,551.90",-,-0.06%
28-Mar-13,1569.19,"1,562.86","1,570.28","1,561.08",-,0.41%
1-Apr-13,1562.17,"1,569.18","1,570.57","1,558.47",-,-0.45%
2-Apr-13,1570.25,"1,562.17","1,573.66","1,562.17",-,0.52%
3-Apr-13,1553.69,"1,570.25","1,571.47","1,549.80",-,-1.05%
4-Apr-13,1559.98,"1,553.69","1,562.60","1,552.52",-,0.40%
5-Apr-13,1553.28,"1,559.98","1,559.98","1,539.50",-,-0.43%
8-Apr-13,1563.07,"1,553.26","1,563.07","1,548.63",-,0.63%
9-Apr-13,1568.61,"1,563.11","1,573.89","1,560.92",-,0.35%
10-Apr-13,1587.73,"1,568.61","1,589.07","1,568.61",-,1.22%
11-Apr-13,1593.37,"1,587.73","1,597.35","1,586.17",-,0.36%
12-Apr-13,1588.85,"1,593.30","1,593.30","1,579.97",-,-0.28%
15-Apr-13,1552.36,"1,588.84","1,588.84","1,552.28",-,-2.30%
16-Apr-13,1574.57,"1,552.36","1,575.35","1,552.36",-,1.43%
17-Apr-13,1552.01,"1,574.57","1,574.57","1,543.69",-,-1.43%
18-Apr-13,1541.61,"1,552.03","1,554.38","1,536.03",-,-0.67%
19-Apr-13,1555.25,"1,541.61","1,555.89","1,539.40",-,0.88%
22-Apr-13,1562.50,"1,555.25","1,565.55","1,548.19",-,0.47%
23-Apr-13,1578.78,"1,562.50","1,579.58","1,562.50",-,1.04%
24-Apr-13,1578.79,"1,578.78","1,583.00","1,575.80",-,0.00%
25-Apr-13,1585.16,"1,578.93","1,592.64","1,578.93",-,0.40%
26-Apr-13,1582.24,"1,585.16","1,585.78","1,577.56",-,-0.18%
29-Apr-13,1593.61,"1,582.34","1,596.65","1,582.34",-,0.72%
30-Apr-13,1597.57,"1,593.58","1,597.57","1,586.50",-,0.25%
1-May-13,1582.70,"1,597.55","1,597.55","1,581.28",-,-0.93%
2-May-13,1597.59,"1,582.77","1,598.60","1,582.77",-,0.94%
3-May-13,1614.42,"1,597.60","1,618.46","1,597.60",-,1.05%
6-May-13,1617.50,"1,614.40","1,619.77","1,614.21",-,0.19%
7-May-13,1625.96,"1,617.55","1,626.03","1,616.64",-,0.52%
8-May-13,1632.69,"1,625.95","1,632.78","1,622.70",-,0.41%
9-May-13,1626.67,"1,632.69","1,635.01","1,623.09",-,-0.37%
10-May-13,1633.70,"1,626.69","1,633.70","1,623.71",-,0.43%
13-May-13,1633.77,"1,632.10","1,636.00","1,626.74",-,0.00%
14-May-13,1650.34,"1,633.75","1,651.10","1,633.75",-,1.01%
15-May-13,1658.78,"1,649.13","1,661.49","1,646.68",-,0.51%
16-May-13,1650.47,"1,658.07","1,660.51","1,648.60",-,-0.50%
17-May-13,1667.47,"1,652.45","1,667.47","1,652.45",-,1.03%
20-May-13,1666.29,"1,665.71","1,672.84","1,663.52",-,-0.07%
21-May-13,1669.16,"1,666.20","1,674.93","1,662.67",-,0.17%
22-May-13,1655.35,"1,669.39","1,687.18","1,648.86",-,-0.83%
23-May-13,1650.51,"1,651.62","1,655.50","1,635.53",-,-0.29%
24-May-13,1649.60,"1,646.67","1,649.78","1,636.88",-,-0.06%
28-May-13,1660.06,"1,652.63","1,674.21","1,652.63",-,0.63%
29-May-13,1648.36,"1,656.57","1,656.57","1,640.05",-,-0.70%
30-May-13,1654.41,"1,649.14","1,661.91","1,648.61",-,0.37%
31-May-13,1630.74,"1,652.13","1,658.99","1,630.74",-,-1.43%
3-Jun-13,1640.42,"1,631.71","1,640.42","1,622.72",-,0.59%
4-Jun-13,1631.38,"1,640.73","1,646.53","1,623.62",-,-0.55%
5-Jun-13,1608.90,"1,629.05","1,629.31","1,607.09",-,-1.38%
6-Jun-13,1622.56,"1,609.29","1,622.56","1,598.23",-,0.85%
7-Jun-13,1643.38,"1,625.27","1,644.40","1,625.27",-,1.28%
10-Jun-13,1642.81,"1,644.67","1,648.69","1,639.26",-,-0.03%
11-Jun-13,1626.13,"1,638.64","1,640.13","1,622.92",-,-1.02%
12-Jun-13,1612.52,"1,629.94","1,637.71","1,610.92",-,-0.84%
13-Jun-13,1636.36,"1,612.15","1,639.25","1,608.07",-,1.48%
14-Jun-13,1626.73,"1,635.52","1,640.80","1,623.96",-,-0.59%
17-Jun-13,1639.04,"1,630.64","1,646.50","1,630.34",-,0.76%
18-Jun-13,1651.81,"1,639.77","1,654.19","1,639.77",-,0.78%
19-Jun-13,1628.93,"1,651.83","1,652.45","1,628.91",-,-1.39%
20-Jun-13,1588.19,"1,624.62","1,624.62","1,584.32",-,-2.50%
21-Jun-13,1592.43,"1,588.62","1,599.19","1,577.70",-,0.27%
24-Jun-13,1573.09,"1,588.77","1,588.77","1,560.33",-,-1.21%
25-Jun-13,1588.03,"1,577.52","1,593.79","1,577.09",-,0.95%
26-Jun-13,1603.26,"1,592.27","1,606.83","1,592.27",-,0.96%
27-Jun-13,1613.20,"1,606.44","1,620.07","1,606.44",-,0.62%
28-Jun-13,1606.28,"1,611.12","1,615.94","1,601.06",-,-0.43%
1-Jul-13,1614.96,"1,609.78","1,626.61","1,609.78",-,0.54%
2-Jul-13,1614.08,"1,614.29","1,624.26","1,606.77",-,-0.05%
3-Jul-13,1615.41,"1,611.48","1,618.97","1,604.57",-,0.08%
5-Jul-13,1631.89,"1,618.65","1,632.07","1,614.71",-,1.02%
8-Jul-13,1640.46,"1,634.20","1,644.68","1,634.20",-,0.53%
9-Jul-13,1652.32,"1,642.89","1,654.18","1,642.89",-,0.72%
10-Jul-13,1652.62,"1,651.56","1,657.92","1,647.66",-,0.02%
11-Jul-13,1675.02,"1,657.41","1,676.63","1,657.41",-,1.36%
12-Jul-13,1680.19,"1,675.26","1,680.19","1,672.33",-,0.31%
15-Jul-13,1682.50,"1,679.59","1,684.51","1,677.89",-,0.14%
16-Jul-13,1676.26,"1,682.70","1,683.73","1,671.84",-,-0.37%
17-Jul-13,1680.91,"1,677.91","1,684.75","1,677.91",-,0.28%
18-Jul-13,1689.37,"1,681.05","1,693.12","1,681.05",-,0.50%
19-Jul-13,1692.09,"1,686.15","1,692.09","1,684.08",-,0.16%
22-Jul-13,1695.53,"1,694.41","1,697.61","1,690.67",-,0.20%
23-Jul-13,1692.39,"1,696.63","1,698.78","1,691.13",-,-0.19%
24-Jul-13,1685.94,"1,696.06","1,698.38","1,682.57",-,-0.38%
25-Jul-13,1690.25,"1,685.21","1,690.94","1,680.07",-,0.26%
26-Jul-13,1691.65,"1,687.31","1,691.85","1,676.03",-,0.08%
29-Jul-13,1685.33,"1,690.32","1,690.92","1,681.86",-,-0.37%
30-Jul-13,1685.96,"1,687.92","1,693.19","1,682.42",-,0.04%
31-Jul-13,1685.73,"1,687.76","1,698.43","1,684.94",-,-0.01%
1-Aug-13,1706.87,"1,689.42","1,707.85","1,689.42",-,1.25%
2-Aug-13,1709.67,"1,706.10","1,709.67","1,700.68",-,0.16%
5-Aug-13,1707.14,"1,708.01","1,709.24","1,703.55",-,-0.15%
6-Aug-13,1697.37,"1,705.79","1,705.79","1,693.29",-,-0.57%
7-Aug-13,1690.91,"1,695.30","1,695.30","1,684.91",-,-0.38%
8-Aug-13,1697.48,"1,693.35","1,700.18","1,688.38",-,0.39%
9-Aug-13,1691.42,"1,696.10","1,699.42","1,686.02",-,-0.36%
12-Aug-13,1689.47,"1,688.37","1,691.49","1,683.35",-,-0.12%
13-Aug-13,1694.16,"1,690.65","1,696.81","1,682.62",-,0.28%
14-Aug-13,1685.39,"1,693.88","1,695.52","1,684.83",-,-0.52%
15-Aug-13,1661.32,"1,679.61","1,679.61","1,658.59",-,-1.43%
16-Aug-13,1655.83,"1,661.22","1,663.60","1,652.61",-,-0.33%
19-Aug-13,1646.06,"1,655.25","1,659.18","1,645.84",-,-0.59%
20-Aug-13,1652.35,"1,646.81","1,658.92","1,646.08",-,0.38%
21-Aug-13,1642.80,"1,650.66","1,656.99","1,639.43",-,-0.58%
22-Aug-13,1656.96,"1,645.03","1,659.55","1,645.03",-,0.86%
23-Aug-13,1663.50,"1,659.92","1,664.85","1,654.81",-,0.39%
26-Aug-13,1656.78,"1,664.29","1,669.51","1,656.02",-,-0.40%
27-Aug-13,1630.48,"1,652.54","1,652.54","1,629.05",-,-1.59%
28-Aug-13,1634.96,"1,630.25","1,641.18","1,627.47",-,0.27%
29-Aug-13,1638.17,"1,633.50","1,646.41","1,630.88",-,0.20%
30-Aug-13,1632.97,"1,638.89","1,640.08","1,628.05",-,-0.32%
3-Sep-13,1639.77,"1,635.95","1,651.35","1,633.41",-,0.42%
4-Sep-13,1653.08,"1,640.72","1,655.72","1,637.41",-,0.81%
5-Sep-13,1655.08,"1,653.28","1,659.17","1,653.07",-,0.12%
6-Sep-13,1655.17,"1,657.44","1,664.83","1,640.62",-,0.01%
9-Sep-13,1671.71,"1,656.85","1,672.40","1,656.85",-,1.00%
10-Sep-13,1683.99,"1,674.32","1,684.09","1,674.32",-,0.73%
11-Sep-13,1689.13,"1,681.04","1,689.13","1,678.70",-,0.31%
12-Sep-13,1683.42,"1,689.21","1,689.97","1,681.96",-,-0.34%
13-Sep-13,1687.99,"1,685.04","1,688.73","1,682.22",-,0.27%
16-Sep-13,1697.60,"1,691.70","1,704.95","1,691.70",-,0.57%
17-Sep-13,1704.76,"1,697.73","1,705.52","1,697.73",-,0.42%
18-Sep-13,1725.52,"1,705.74","1,729.44","1,700.35",-,1.22%
19-Sep-13,1722.34,"1,727.34","1,729.86","1,720.20",-,-0.18%
20-Sep-13,1709.91,"1,722.44","1,725.23","1,708.89",-,-0.72%
23-Sep-13,1701.84,"1,711.44","1,711.44","1,697.10",-,-0.47%
24-Sep-13,1697.42,"1,702.60","1,707.63","1,694.90",-,-0.26%
25-Sep-13,1692.77,"1,698.02","1,701.71","1,691.88",-,-0.27%
26-Sep-13,1698.67,"1,694.05","1,703.85","1,693.11",-,0.35%
27-Sep-13,1691.75,"1,695.52","1,695.52","1,687.11",-,-0.41%
30-Sep-13,1681.55,"1,687.26","1,687.26","1,674.99",-,-0.60%
1-Oct-13,1695.00,"1,682.41","1,696.55","1,682.07",-,0.80%
2-Oct-13,1693.87,"1,691.90","1,693.87","1,680.34",-,-0.07%
3-Oct-13,1678.66,"1,692.35","1,692.35","1,670.36",-,-0.90%
4-Oct-13,1690.50,"1,678.79","1,691.94","1,677.33",-,0.71%
7-Oct-13,1676.12,"1,687.15","1,687.15","1,674.70",-,-0.85%
8-Oct-13,1655.45,"1,676.22","1,676.79","1,655.03",-,-1.23%
9-Oct-13,1656.40,"1,656.99","1,662.47","1,646.47",-,0.06%
10-Oct-13,1692.56,"1,660.88","1,692.56","1,660.88",-,2.18%
11-Oct-13,1703.20,"1,691.09","1,703.44","1,688.52",-,0.63%
14-Oct-13,1710.14,"1,699.86","1,711.03","1,692.13",-,0.41%
15-Oct-13,1698.06,"1,709.17","1,711.57","1,695.93",-,-0.71%
16-Oct-13,1721.54,"1,700.49","1,721.76","1,700.49",-,1.38%
17-Oct-13,1733.15,"1,720.17","1,733.45","1,714.12",-,0.67%
18-Oct-13,1744.50,"1,736.72","1,745.31","1,735.74",-,0.65%
21-Oct-13,1744.66,"1,745.20","1,747.79","1,740.67",-,0.01%
